Load_demand [kWh],Solar_irradiance [W/m^2],Output power [W/m^2],Grid_connection_condition
5.34,935,972.739,0
6.15,938,963.438,1
5.2,593,743.537,0
4.69,884,711.008,0
5.53,796,489.914,1
4.3,586,224.815,0
5.68,0,0,1
5.28,0,0,1
5.79,0,0,1
6.29,0,0,1
5.48,0,0,0
4.4,0,0,0
5.16,0,0,0
4.81,0,0,1
5.09,0,0,0
5.58,0,0,0
4.36,0,0,0
5.55,0,0,0
5.57,0,0,0
4.31,281,67.517,1
5.7,758,335.368,1
4.74,909,598.514,1
5.51,979,815.237,1
5.55,1014,964.767,0
4.35,1020,1033.651,0
5.94,1019,1019.664,1
5.46,999,923.152,1
4.48,943,746.449,1
5.93,852,513.308,0
5.59,641,237.387,1
4.38,0,0,0
5.89,0,0,1
4.69,0,0,0
5.31,0,0,1
6,0,0,1
4.48,0,0,1
5.89,0,0,0
5.73,0,0,0
4.67,0,0,1
5.7,0,0,0
5.99,0,0,0
4.34,0,0,0
5.37,0,0,1
5.02,288,67.698,0
5.18,755,331.242,0
5.64,906,593.127,1
4.55,976,808.906,0
5.52,1012,957.448,1
5.68,1011,1023.071,1
4.4,1011,1009.952,0
5.77,992,913.732,0
5.41,946,740.523,1
4.64,854,509.01,0
5.55,640,233.71,1
5.18,0,0,1
5.24,0,0,1
5.54,0,0,1
5.08,0,0,0
5.27,0,0,0
5.74,0,0,0
4.14,0,0,1
5.89,0,0,0
5.71,0,0,0
4.14,0,0,0
5.98,0,0,0
5.4,0,0,1
4.44,0,0,0
5.68,282,65.674,1
5.67,766,332.113,1
4.29,920,595.091,0
5.84,990,811.649,1
5.61,1024,960.915,0
4.08,1010,1023.23,0
6.19,1008,1009.353,1
8.76,986,909.767,0
14.79,952,738.933,0
16.5,860,504.297,1
17.82,645,231.76,1
25.26,0,0,1
28.15,0,0,0
30.23,0,0,1
29.66,0,0,1
30.45,0,0,0
29.88,0,0,0
27.9,0,0,0
30.52,0,0,1
28.98,0,0,1
29.55,0,0,0
31.09,0,0,0
30.25,0,0,0
30.4,0,0,1
29.93,217,54.877,0
28.02,720,317.943,0
25.27,882,578.915,1
24.11,957,793.48,1
21.34,994,941.164,1
22.94,997,1005.622,0
18.9,995,990.639,1
18.69,975,893.709,0
18.83,925,721.563,0
18.47,828,491.016,0
18.38,604,219.958,0
18.84,0,0,0
18.55,0,0,1
15.72,0,0,0
17.14,0,0,1
17.37,0,0,1
16.5,0,0,1
16.65,0,0,0
17.17,0,0,0
15.49,0,0,1
16.59,0,0,0
9.74,0,0,1
5.61,0,0,1
5.96,0,0,0
5.79,235,56.821,0
4.77,727,314.039,0
5.88,879,567.667,1
4.82,947,776.144,0
5.71,980,920.114,0
6.47,982,983.931,0
4.68,977,968.646,1
6.04,953,870.994,1
6.02,912,703.556,0
4.85,817,476.715,1
5.93,593,212.616,0
5.18,0,0,1
5.37,0,0,1
5.65,0,0,0
4.58,0,0,1
6.11,0,0,0
5.68,0,0,1
4.94,0,0,1
5.72,0,0,0
5.9,0,0,1
4.75,0,0,1
5.75,0,0,0
5.73,0,0,0
4.79,0,0,0
6.18,137,40.47,1
4.64,632,292.493,0
5.88,34,184.598,1
5.86,187,417.333,1
4.56,917,891.97,0
5.7,909,952.029,0
5.96,901,942.604,0
4.58,875,846.945,0
5.78,841,684.383,1
6.31,736,455.947,1
4.31,494,194.876,0
6.02,0,0,1
6.01,0,0,0
4.4,0,0,1
6.06,0,0,0
6.62,0,0,0
6.21,0,0,0
7.26,0,0,1
7.51,0,0,0
6.08,0,0,1
7.08,0,0,1
7.27,0,0,1
6.16,0,0,1
7.24,0,0,1
6.72,88,29.472,1
6.44,590,281.148,1
6.84,778,535.602,1
4.83,868,747.757,0
5.49,914,887.401,0
5.81,938,959.112,0
4.67,937,945.489,1
9.25,917,853.138,1
16.13,877,689.391,1
16.32,777,464.962,1
16.79,540,201.457,0
17.22,0,0,1
16.8,0,0,1
16.68,0,0,0
17.35,0,0,1
17.35,0,0,1
16.23,0,0,1
18.67,0,0,1
17.2,0,0,1
16.08,0,0,1
16.89,0,0,0
17.35,0,0,0
15.58,0,0,1
17.24,0,0,0
16.96,0,0,1
16.81,658,293.234,1
17.32,833,551.8,1
19.44,916,760.53,1
19.06,957,905.666,0
19.27,966,972.892,1
19.86,965,958.9,0
17.84,944,864.867,1
15.35,887,693.066,0
18.33,786,467.848,1
18.53,544,198.976,0
18.56,0,0,1
24.62,0,0,0
20.82,0,0,1
19.61,0,0,0
17.44,0,0,1
17.02,0,0,0
18.75,0,0,1
23.56,0,0,1
23.04,0,0,1
17.01,0,0,0
13.66,0,0,1
6.34,0,0,0
4.24,0,0,0
6.12,0,0,0
5.54,645,289.78,1
4.4,824,548.673,1
5.96,906,755.957,1
4.34,947,900.817,0
5.91,959,967.75,0
5.87,957,954.074,0
4.56,933,858.328,1
5.74,881,692.186,0
6.03,775,461.996,0
4.6,526,195.937,1
5.48,0,0,1
5.49,0,0,1
4.99,0,0,1
5.45,0,0,0
4.76,0,0,0
5.74,0,0,1
5.72,0,0,1
4.44,0,0,0
5.83,0,0,0
5.58,0,0,1
4.37,0,0,0
5.93,0,0,0
4.47,0,0,1
5.8,0,0,0
5.64,651,288.822,0
4.5,826,546.04,0
5.81,905,752.193,0
5.71,946,896.663,0
4.34,947,958.169,0
5.56,687,840.122,0
6,536,679.028,1
4.08,170,358.472,1
5.89,566,387.086,0
5.04,537,189.223,0
4.86,0,0,0
5.75,0,0,0
4.26,0,0,0
5.74,0,0,1
5.52,0,0,1
4.51,0,0,0
5.62,0,0,1
5.72,0,0,0
4.46,0,0,1
5.32,0,0,0
6.03,0,0,0
4.11,0,0,1
5.48,0,0,1
5.82,0,0,1
4.13,162,149.881,1
5.79,727,512.386,0
5.59,822,718.526,1
4.51,872,862.399,1
5.5,859,919.327,1
5.72,853,905.293,1
4.41,833,812.933,0
5.41,385,478.17,1
6.02,708,436.788,1
4.12,426,171.55,1
5.4,0,0,0
5.83,0,0,0
3.96,0,0,0
6.72,0,0,0
7.07,0,0,1
5.63,0,0,0
6.83,0,0,1
6.57,0,0,1
6.66,0,0,1
5.58,0,0,0
4.49,0,0,1
5.29,0,0,1
5.7,0,0,1
4.34,0,0,0
5.35,643,282.944,0
5.99,826,541.821,1
4,911,749.208,0
5.53,954,894.35,1
5.56,974,962.638,0
4.07,973,949.675,1
5.58,953,855.212,1
4.39,888,681.547,0
5.48,780,455.671,0
5.27,525,188.323,1
4.58,0,0,0
5.47,0,0,1
5.44,0,0,0
4.53,0,0,0
5.32,0,0,0
5.49,0,0,1
4.62,0,0,0
5.51,0,0,1
4.47,0,0,1
5.49,0,0,1
5.58,0,0,0
4.09,0,0,0
5.64,0,0,1
5.58,0,0,1
4.06,21,84.834,0
5.85,803,528.664,1
4.61,665,647.079,1
5.01,637,761.954,0
5.81,599,802.15,1
4.27,492,728.864,0
5.88,397,605.584,0
5.57,501,529.626,1
4.34,567,381.416,0
5.84,423,162.414,1
5.58,0,0,0
4.48,0,0,1
6.01,0,0,0
7.22,0,0,1
5.81,0,0,0
7.49,0,0,1
7.06,0,0,1
5.92,0,0,0
7.24,0,0,0
5.84,0,0,0
5.15,0,0,1
5.97,0,0,0
4.09,0,0,1
5.65,0,0,1
5.91,759,309.454,1
4.22,924,572.068,0
5.82,995,785.488,0
5.91,1029,931.027,1
4.42,1034,998.047,0
5.4,1031,982.734,1
5.83,1009,885.02,0
4.3,955,711.975,0
5.43,855,478.775,1
6.02,605,204.087,1
4.1,0,0,1
5.68,0,0,1
5.71,0,0,1
4.22,0,0,0
5.72,0,0,0
5.73,0,0,1
4.48,0,0,0
5.46,0,0,0
6.08,0,0,1
4.46,0,0,0
5.48,0,0,1
6.19,0,0,1
4.19,0,0,1
5.67,0,0,0
5.89,734,303.301,1
4.21,909,566.739,0
5.8,987,782.275,0
5.69,1025,929.989,1
4.41,1040,999.646,1
5.5,1037,984.332,1
5.82,1017,887.969,0
4.29,974,716.781,0
5.37,877,482.039,0
6.25,632,207.361,1
4.31,0,0,1
5.81,0,0,0
6.19,0,0,1
4.55,0,0,1
6.26,0,0,1
6.17,0,0,1
13.1,0,0,1
16.51,0,0,1
17.2,0,0,1
7.06,0,0,1
5.76,0,0,1
6.15,0,0,0
4.59,0,0,0
6.05,0,0,1
5.47,729,300.33,0
14.39,904,562.167,0
16.93,981,775.776,1
14.72,1017,920.944,0
15.87,1021,985.166,1
15.94,1012,966.125,1
15.44,982,865.093,0
8.62,923,690.684,0
6.86,812,460.197,1
6.17,545,186.801,0
7.02,0,0,1
6.38,0,0,1
7.2,0,0,1
7.07,0,0,1
6.1,0,0,0
7.07,0,0,0
7.08,0,0,0
6.04,0,0,0
7.05,0,0,0
6.41,0,0,0
4.34,0,0,1
5.89,0,0,0
4.79,0,0,1
5.44,0,0,0
6.06,615,271.962,1
4.3,823,533.098,1
5.77,919,743.636,1
5.96,965,889.829,0
4.36,987,958.823,0
6,984,944.279,1
5.75,961,849.93,0
4.42,913,682.396,0
5.92,806,454.971,0
5.02,543,184.661,0
5.19,0,0,0
5.65,0,0,1
4.8,0,0,1
5.47,0,0,0
5.8,0,0,1
4.74,0,0,1
5.58,0,0,0
5.92,0,0,0
4.37,0,0,1
5.71,0,0,0
5.84,0,0,1
4.43,0,0,0
5.78,0,0,0
5.62,0,0,1
4.71,599,263.338,0
5.5,806,521.054,1
5.4,902,730.695,0
5.04,953,877.698,1
5.5,969,946.598,0
5.28,969,933.783,1
5.15,947,840.407,1
5.77,887,669.541,0
5.16,774,444.21,1
5.23,494,175.436,0
6,0,0,1
4.59,0,0,0
5.65,0,0,0
5.73,0,0,1
4.35,0,0,1
6.14,0,0,1
5.48,0,0,1
4.49,0,0,0
5.82,0,0,0
5.59,0,0,0
4.51,0,0,1
5.72,0,0,0
5.89,0,0,1
4.16,0,0,1
6.03,471,230.026,1
5.79,684,481.145,0
4.43,791,691.578,1
6.13,854,836.984,1
5.54,924,916.727,1
4.61,930,907.377,0
5.79,914,818.369,0
5.74,863,657.432,1
4.33,749,431.283,0
5.88,469,168.548,0
5.59,0,0,1
4.96,0,0,0
4.76,0,0,0
5.42,0,0,1
4.39,0,0,0
5.73,0,0,0
5.57,0,0,1
4.35,0,0,0
5.67,0,0,0
6.37,0,0,0
4.32,0,0,1
5.75,0,0,0
5.3,0,0,1
4.57,0,0,0
6.04,587,252.016,1
4.28,792,505.587,1
5.78,492,556.637,1
5.67,929,847.76,1
4.46,383,657.093,0
5.64,892,881.965,1
5.58,863,794.671,0
4.65,811,631.245,1
5.46,310,276.283,0
5.25,401,151.706,0
5.08,0,0,1
5.61,0,0,0
4.57,0,0,0
5.81,0,0,1
5.81,0,0,1
4.37,0,0,0
5.86,0,0,1
5.29,0,0,1
4.64,0,0,0
6.2,0,0,0
5.68,0,0,0
7.35,0,0,1
7.51,0,0,1
5.67,0,0,1
7.18,218,148.11,1
6.26,805,503.904,1
7.09,810,677.229,0
7.16,925,841.126,0
5.62,633,793.176,1
6.08,504,710.365,0
5.48,537,646.44,0
4.83,30,206.521,0
6.97,532,355.257,0
6.44,279,123.732,1
6.73,0,0,1
7.31,0,0,1
5.94,0,0,0
6.05,0,0,1
6.12,0,0,1
5.2,0,0,1
7.07,0,0,0
6.79,0,0,1
6.31,0,0,0
7.49,0,0,0
6.11,0,0,1
6.88,0,0,0
5.74,0,0,0
4.51,0,0,1
5.93,0,8.513,0
5.59,293,315.015,1
4.64,794,673.155,0
5.79,608,713.197,0
5.47,61,359.507,0
4.64,74,373.783,1
5.73,0,49.391,1
5.49,284,405.023,1
4.57,110,186.492,0
5.94,9,40.246,0
4.83,0,0,1
5.14,0,0,0
6.23,0,0,1
4.33,0,0,0
5.89,0,0,0
5.98,0,0,1
4.25,0,0,1
5.87,0,0,1
5.76,0,0,0
4.65,0,0,1
5.6,0,0,0
5.79,0,0,1
4.67,0,0,1
5.47,0,0,0
5.91,0,3.781,1
4.5,0,113.162,0
5.78,9,169.845,0
5.58,7,179.992,1
4.63,0,27.539,1
5.86,0,37.044,0
5.62,0,96.443,0
5.02,0,124.629,1
5.65,115,187.79,0
5.56,15,43.853,0
4.62,0,0,0
5.52,0,0,1
5.45,0,0,0
4.83,0,0,0
5.86,0,0,1
4.4,0,0,0
5.49,0,0,0
5.92,0,0,0
4.13,0,0,0
5.85,0,0,1
5.75,0,0,1
4.41,0,0,1
5.49,0,0,1
5.96,0,0,1
4.5,0,7.566,0
5.48,0,23.69,0
6.01,5,157.69,0
4.35,0,95.406,0
5.66,0,30.39,1
5.56,0,15.186,0
4.52,7,178.189,0
5.81,126,303.654,1
4.31,749,421.275,1
5.92,476,161.333,1
5.54,0,0,1
4.28,0,0,1
6.05,0,0,0
5.43,0,0,1
4.64,0,0,0
5.61,0,0,0
5.13,0,0,0
5,0,0,1
5.76,0,0,1
4.79,0,0,0
5.58,0,0,1
5.73,0,0,1
5.08,0,0,1
7,0,0,0
7.28,614,249.635,0
6.15,832,512.177,1
7.41,927,722.762,1
6.21,974,870.519,0
7.37,993,943.272,1
6.87,994,932.142,1
4.19,973,840.92,0
6.14,917,672.147,1
5.73,803,444.608,1
4.65,510,169.645,0
5.69,0,0,1
6.61,0,0,0
6.2,0,0,1
7.23,0,0,0
6.86,0,0,0
6.44,0,0,1
5.73,0,0,0
4.83,0,0,1
5.7,0,0,1
5.93,0,0,0
4.75,0,0,0
5.9,0,0,0
5.72,0,0,1
4.39,0,0,0
6.06,291,162.356,1
4.25,250,288.497,1
5.79,918,715.584,0
5.9,300,542.175,1
4.41,979,930.297,1
5.82,976,918.499,0
6.02,952,825.415,0
4.79,576,529.629,0
5.54,774,431.51,1
5.96,463,158.349,1
4.63,0,0,0
5.61,0,0,0
5.62,0,0,1
4.83,0,0,0
5.95,0,0,1
4.47,0,0,1
5.78,0,0,1
5.87,0,0,0
4.32,0,0,0
6.14,0,0,0
5.54,0,0,0
4.43,0,0,0
6.2,0,0,0
5.66,0,0,1
4.67,593,239.347,0
5.76,815,498.413,0
5.67,912,706.955,1
4.42,963,854.827,0
5.73,976,924.418,0
5.66,975,913.386,1
4.71,549,642.798,1
5.56,513,504.197,0
4.85,764,425.092,0
5.5,460,156.494,0
5.72,0,0,0
4.42,0,0,0
5.73,0,0,1
5.51,0,0,0
4.55,0,0,0
5.79,0,0,1
5.55,0,0,1
4.83,0,0,0
5.46,0,0,1
5.48,0,0,1
4.67,0,0,0
6.8,0,0,1
6.04,0,0,0
6.74,0,0,1
7.38,692,261.676,0
5.51,896,524.816,0
7.41,980,736.833,0
6.66,1020,883.556,0
4.15,1034,952.452,1
6.07,1030,939.806,0
5.61,1005,846.386,1
4.56,930,672.257,0
5.86,821,443.879,1
4.79,534,173.627,0
5.57,0,0,0
5.62,0,0,0
4.58,0,0,0
5.53,0,0,1
5.86,0,0,0
4.48,0,0,1
5.41,0,0,0
6.11,0,0,0
4.21,0,0,0
5.72,0,0,0
4.76,0,0,1
5.46,0,0,1
5.81,0,0,1
4.25,0,0,0
5.91,679,254.992,0
5.68,884,515.367,1
4.56,970,727.724,1
5.99,1011,875.272,1
5.07,1006,943.258,0
5.2,1005,932.46,0
5.75,983,839.93,1
4.34,952,676.853,1
5.88,844,447.901,1
5.74,557,177.84,1
4.55,0,0,1
5.69,0,0,1
6.05,0,0,1
4.42,0,0,1
5.72,0,0,1
6.92,0,0,0
5.66,0,0,0
6.02,0,0,0
4.97,0,0,0
6.41,0,0,1
7.42,0,0,1
5.84,0,0,1
6.56,0,0,0
5.67,0,0,0
4.77,656,250.916,1
5.56,871,512.748,1
5.75,960,725.907,1
4.74,1002,873.058,0
5.45,1015,943.991,0
5.8,1012,931.717,1
4.58,990,840.265,0
5.85,927,670.693,1
5.38,814,443.214,0
5.12,509,167.913,0
5.76,0,0,1
4.57,0,0,0
5.88,0,0,1
5.52,0,0,1
4.54,0,0,1
5.76,0,0,1
5.84,0,0,0
4.33,0,0,1
6.01,0,0,0
5.85,0,0,0
4.19,0,0,0
6.12,0,0,0
4.63,0,0,0
5.24,0,0,0
6.43,623,232.498,1
5.6,876,509.681,1
7.47,965,722.221,1
7.4,1008,870.718,0
5.94,1015,939.506,1
5.84,1013,929.556,0
11.33,992,837.998,1
14.88,949,672.971,0
16.82,841,445.542,0
25.49,550,175.414,0
28.85,0,0,1
29.49,0,0,0
29.02,0,0,1
29.91,0,0,1
30.6,0,0,0
31.25,0,0,0
26.6,0,0,1
24.9,0,0,0
25.85,0,0,1
25.57,0,0,0
24.81,0,0,1
26.1,0,0,1
18.16,0,0,0
18.75,0,0,1
19.01,618,237.398,0
18.74,852,500.316,1
19.27,950,713.505,0
17.89,992,858.299,0
18.51,986,921.42,1
18.45,979,907.843,1
17.38,952,815.694,1
22.97,883,650.86,1
18.66,759,421.563,1
18.01,427,152.25,0
18.52,0,0,0
17.88,0,0,1
18.05,0,0,1
17.22,0,0,1
16.75,0,0,1
17.45,0,0,0
18.49,0,0,1
18.09,0,0,1
17.29,0,0,1
17.13,0,0,1
15.96,0,0,0
5.88,0,0,1
4.68,0,0,0
5.53,0,0,1
6.2,661,249.036,0
5.77,893,520.338,1
6,986,741.434,0
5.9,1027,891.905,1
4.81,1044,964.506,0
6.13,1042,953.772,1
5.83,1020,860.279,0
6.07,972,691.913,0
5.68,865,458.318,1
5.68,567,181.899,0
4.82,0,0,0
5.52,0,0,0
6.19,0,0,0
5.69,0,0,1
5.75,0,0,1
5.81,0,0,0
4.51,0,0,1
5.98,0,0,1
5.76,0,0,1
6.05,0,0,0
5.67,0,0,0
6.12,0,0,0
4.61,0,0,1
5.6,0,0,0
5.98,677,249.342,0
5.58,904,517.784,0
5.86,994,734.884,1
5.81,1036,885.905,1
5.49,1032,954.822,0
4.61,1028,942.862,0
5.94,999,847.84,1
5.78,941,677.482,0
5.57,814,444.083,1
6.25,85,64.254,0
5.65,0,0,0
5.08,0,0,1
5.44,0,0,0
5.73,0,0,0
6.01,0,0,0
5.91,0,0,1
5.96,0,0,0
5.06,0,0,1
5.33,0,0,0
5.61,0,0,1
5.79,0,0,0
6,0,0,0
5.65,0,0,1
5.74,0,0,0
4.88,0,1.89,1
5.57,0,78.387,1
5.57,241,381.958,1
6.18,959,829.715,1
5.7,357,603.21,0
5.77,125,417.451,0
10.93,448,587.313,1
15.8,82,246.734,1
16.8,0,22.735,0
17.86,134,79.34,1
17.71,0,0,0
22.17,0,0,1
21.77,0,0,1
19.33,0,0,0
23.71,0,0,0
22.9,0,0,1
22.67,0,0,1
21.15,0,0,1
20.5,0,0,0
21.33,0,0,0
21.41,0,0,1
21.06,0,0,1
21.3,0,0,1
21.69,0,0,1
23.13,562,212.136,0
20.27,810,474.424,1
17.59,913,683.884,0
17.22,962,833.612,1
16.58,974,903.873,0
18.55,972,895.854,1
21.71,947,807.396,1
21.87,892,645.224,0
22.34,771,422.856,1
22.53,448,153.355,1
22.77,0,0,1
21.72,0,0,0
20.25,0,0,1
21.44,0,0,0
21.57,0,0,1
20.4,0,0,1
21.25,0,0,0
23.18,0,0,1
23.04,0,0,1
20.95,0,0,0
15.57,0,0,0
5.65,0,0,0
5.79,0,0,1
4.9,0,0,0
5.79,670,238.867,0
5.51,897,505.67,0
4.34,984,720.297,1
5.52,1025,872.001,1
5.45,1040,944.947,0
4.55,1036,935.226,0
5.46,1012,843.615,0
5.47,952,675.435,1
4.44,839,446.884,0
5.78,531,174.131,1
4.75,0,0,0
5.36,0,0,0
5.68,0,0,1
4.53,0,0,0
5.66,0,0,1
5.35,0,0,0
4.69,0,0,0
5.44,0,0,0
5.46,0,0,0
4.72,0,0,1
5.45,0,0,0
5.77,0,0,0
4.35,0,0,0
5.56,0,0,0
5.55,625,225.953,0
4.43,860,487.794,0
5.64,955,702.65,1
5.38,1000,851.796,0
4.85,841,833.723,1
5.46,1000,914.95,0
5.8,768,720.404,1
4.8,656,543.097,0
5.22,386,288.013,1
5.71,479,162.019,1
5.14,0,0,0
4.8,0,0,1
5.53,0,0,1
5.66,0,0,0
4.26,0,0,1
5.5,0,0,1
5.89,0,0,0
4.02,0,0,0
5.73,0,0,1
5.65,0,0,1
4.06,0,0,1
5.91,0,0,1
5.44,0,0,1
4.5,0,0,0
5.8,594,215.528,0
5.58,841,476.508,0
4.51,939,690.051,0
5.36,983,836.69,1
7.06,990,904.807,1
6.86,984,894.51,0
9.5,956,803.109,1
18.2,874,633.766,0
19.23,347,274.734,1
20.11,232,104.223,0
19.47,0,0,1
20.08,0,0,0
19.35,0,0,0
20.58,0,0,0
20.6,0,0,0
19.22,0,0,1
20.82,0,0,0
20.65,0,0,1
19.72,0,0,0
20.29,0,0,0
20.63,0,0,0
17.76,0,0,0
19.49,0,0,1
18.21,0,0,0
17.93,569,204.953,0
18.13,820,461.887,1
19.08,920,671.942,1
19.63,968,819.599,1
20.18,988,891.868,1
20.1,988,885.684,1
20.62,966,800.179,0
20.23,919,642.446,0
20.42,809,424.595,1
19.98,515,166.111,0
20.69,0,0,1
20.1,0,0,1
18.94,0,0,0
19.01,0,0,0
19.03,0,0,1
19.42,0,0,0
18.62,0,0,0
18.95,0,0,1
18.21,0,0,0
15.9,0,0,1
8.12,0,0,0
7.6,0,0,1
6.94,0,0,1
6.64,0,0,1
6.41,617,215.725,0
5.93,871,481.216,0
6.75,969,697.015,0
7.55,1015,847.663,1
5.67,1035,924.109,0
5.78,1033,916.459,0
6.04,1012,830.415,1
7.28,963,668.684,1
7.46,854,444.17,1
7.12,559,177.976,1
6.06,0,0,0
5.56,0,0,1
6.1,0,0,0
6.8,0,0,0
7.25,0,0,1
7.27,0,0,0
6.21,0,0,0
5.9,0,0,0
5.56,0,0,1
6.27,0,0,0
5.79,0,0,1
5.68,0,0,0
6.33,0,0,1
5.6,0,0,0
5.84,584,205.595,1
5.93,842,467.697,0
5.68,944,683.616,1
5.82,993,836.231,0
5.72,1004,910.349,1
5.98,1003,905.296,0
5.47,978,818.717,1
5.71,918,654.789,1
5.83,797,432.971,0
5.31,477,162.093,0
6.05,0,0,0
5.42,0,0,1
5.69,0,0,1
5.62,0,0,0
5.82,0,0,1
5.91,0,0,1
5.59,0,0,0
6.1,0,0,1
5.43,0,0,1
5.72,0,0,0
5.9,0,0,0
5.52,0,0,1
6.02,0,0,0
5.8,0,0,0
5.85,504,187.188,1
5.69,789,459.27,1
5.89,910,683.02,0
5.79,970,837.229,0
5.5,999,917.889,1
6.22,1004,915.8,0
5.6,984,829.823,1
14.9,930,667.046,1
19.48,812,442.426,1
20.63,493,167.564,1
20.6,0,0,1
21,0,0,1
20.07,0,0,0
19.67,0,0,0
19.95,0,0,0
19.41,0,0,1
19.43,0,0,1
19.93,0,0,0
19.48,0,0,1
20.88,0,0,0
19.25,0,0,1
19.33,0,0,0
18.65,0,0,0
19.3,0,0,0
18,0,7.566,1
17.74,828,470.693,0
18.19,939,688.578,0
18.04,991,843.145,0
18.64,1000,916.092,1
18.2,1002,911.975,1
18.07,982,826.607,1
18.4,774,582.21,1
18.61,397,290.619,0
19.22,194,95.515,1
18.71,0,0,0
19.19,0,0,1
19.52,0,0,1
18.42,0,0,0
18.07,0,0,0
18.1,0,0,0
18.22,0,0,1
18.66,0,0,1
18.7,0,0,1
17,0,0,1
13.13,0,0,1
6.1,0,0,0
5.39,0,0,1
5.73,0,0,0
5.95,511,182.364,0
5.54,800,449.739,1
5.8,911,661.45,1
5.93,967,815.998,1
6,988,895.358,0
5.49,995,896.962,1
5.89,980,817.454,1
5.84,932,662.268,0
5.58,825,442.036,1
5.9,522,174.179,1
5.96,0,0,0
6.03,0,0,0
5.64,0,0,1
6.15,0,0,0
5.81,0,0,0
5.71,0,0,1
6,0,0,0
5.85,0,0,0
5.66,0,0,0
5.91,0,0,0
5.83,0,0,1
5.58,0,0,1
6.08,0,0,0
5.68,0,0,0
5.85,572,197.879,0
5.73,856,469.558,0
5.88,959,688.004,1
5.81,1005,840.715,0
5.65,1015,913.683,1
6.24,1012,907.516,1
5.51,986,820.367,0
5.82,936,661.238,0
5.93,822,437.418,0
5.74,520,173.107,0
5.73,0,0,0
5.76,0,0,1
5.91,0,0,1
5.52,0,0,1
6.09,0,0,0
5.58,0,0,1
5.7,0,0,0
6,0,0,1
5.51,0,0,0
5.84,0,0,0
5.89,0,0,0
5.94,0,0,1
5.62,0,0,1
5.98,0,0,0
5.83,528,182.748,0
5.49,811,446.43,0
6.1,922,663.709,0
5.59,974,816.854,0
5.97,815,804.658,0
5.76,623,717.829,1
5.76,967,808.233,1
17.2,910,649.884,1
19.18,793,431.97,1
19.86,336,131.527,0
18.89,0,0,0
18.77,0,0,0
18.71,0,0,1
18.15,0,0,0
18.49,0,0,1
18.33,0,0,1
19.29,0,0,0
21.54,0,0,1
19.5,0,0,1
19.75,0,0,1
20.46,0,0,0
19.36,0,0,1
19.18,0,0,1
18.65,0,0,0
19.93,421,159.932,0
18.06,29,123.618,0
18.56,83,245.502,0
18.38,8,176.118,1
18.79,39,283.178,1
18.3,28,248.453,0
18.75,57,279.314,0
19.54,87,244.266,0
18.84,720,403.341,0
18.76,398,144.472,1
18.31,0,0,0
18.55,0,0,1
18,0,0,1
18.89,0,0,0
17.47,0,0,1
17.63,0,0,0
14.46,0,0,0
6.95,0,0,1
7.42,0,0,1
7.31,0,0,0
6.97,0,0,1
7.41,0,0,1
7.34,0,0,1
6.24,0,0,0
5.73,0,6.619,0
6.1,0,20.838,0
5.93,0,90.371,0
5.67,44,262.602,0
6.4,105,372.121,0
5.48,916,850.082,0
5.94,894,776.333,0
5.8,842,624.676,0
5.82,724,409.087,0
5.71,411,152.114,0
5.82,0,0,0
5.85,0,0,1
5.41,0,0,0
5.79,0,0,1
5.79,0,0,1
5.94,0,0,0
5.51,0,0,0
6.01,0,0,1
5.85,0,0,1
5.64,0,0,1
6.38,0,0,0
5.76,0,0,1
5.85,0,0,0
5.87,0,0,0
5.96,400,153.606,0
5.91,737,418.595,1
5.56,870,640.572,0
6.27,935,792.716,0
5.69,963,874.01,0
5.73,966,873.442,0
6.12,945,793.694,0
5.76,882,636.735,1
6,757,419.44,1
5.75,436,154.446,1
5.97,0,0,1
5.74,0,0,0
5.77,0,0,1
6.13,0,0,0
5.56,0,0,1
5.95,0,0,1
5.87,0,0,1
5.77,0,0,0
5.69,0,0,0
5.98,0,0,0
5.9,0,0,1
5.55,0,0,1
6.26,0,0,1
5.84,0,0,0
6.02,448,160.112,0
5.69,773,430.518,1
6.17,897,647.22,1
5.6,956,803.528,0
5.73,976,883.584,0
6.17,976,883.441,1
9.33,950,799.828,0
16.32,888,642.142,0
15.96,756,421.941,1
16.04,420,152.32,0
15.62,0,0,1
15.73,0,0,0
15.65,0,0,0
15.37,0,0,0
15.98,0,0,1
15.86,0,0,1
15.99,0,0,0
16.01,0,0,1
16.08,0,0,0
16.19,0,0,0
15.92,0,0,0
16.42,0,0,1
15.94,0,0,0
16.14,0,0,0
16.44,529,178.651,1
16.01,838,447.098,0
16.12,952,669.401,1
16.07,1005,826.766,0
16.27,1018,905.826,0
15.8,1016,905.763,1
16.07,994,824.393,1
16.22,938,666.952,0
15.89,823,445.554,0
16.41,511,175.387,1
16.22,0,0,1
16.23,0,0,0
15.78,0,0,0
16.17,0,0,0
15.98,0,0,1
15.68,0,0,0
16.24,0,0,0
15.78,0,0,0
13.75,0,0,0
7.16,0,0,1
7.28,0,0,1
7.18,0,0,1
6.93,0,0,1
7.55,0,0,1
6.86,454,159.124,1
7.27,787,427.047,1
7.4,909,644.463,0
7.26,968,801.484,0
7.26,981,881.083,0
7.52,985,883.928,1
6.82,965,806.434,0
5.67,915,652.987,1
6.06,800,438.306,0
5.84,491,170.469,0
5.96,0,0,1
5.6,0,0,0
6.17,0,0,0
5.78,0,0,1
5.7,0,0,1
